ACARA ID,School Name,Suburb,State,Postcode,Type,Sector,Status,Geolocation,Parent School ID,AGE ID,Latitude,Longitude,StateProvinceID
42155,Bonalbo Central School,Bonalbo,NSW,2469,Combined,Gov,Open,Outer Regional,42155,46443,-28.7355,152.624,000001290
41574,Bonnyrigg High School,Bonnyrigg,NSW,2177,Secondary,Gov,Open,Major Cities,41574,46381,-33.895,150.893,000008260
42736,Boorowa Central School,Boorowa,NSW,2586,Combined,Gov,Open,Inner Regional,42736,50284,-34.4367,148.726,000001313
41609,Bossley Park High School,Bossley Park,NSW,2176,Secondary,Gov,Open,Major Cities,41609,54943,-33.87091327,150.8747396,000008582
43112,Bourke High School,Bourke,NSW,2840,Secondary,Gov,Open,Very Remote,43112,46449,-30.0915,145.949,000008355
40745,Bournda Environmental Education Centre,Kalaru,NSW,2550,Combined,Gov,Open,Outer Regional,40745,64077,-36.791,149.927,000005679
42904,Bowral High School,Bowral,NSW,2576,Secondary,Gov,Open,Inner Regional,42904,50239,-34.4888,150.423,000008104
42159,Bowraville Central School,Bowraville,NSW,2449,Combined,Gov,Open,Inner Regional,42159,46363,-30.6453,152.854,000001336
40637,Bradfield College,St Leonards,NSW,2065,Secondary,Gov,Open,Major Cities,40637,55386,-33.8205,151.188,000008599
42739,Braidwood Central School,Braidwood,NSW,2622,Combined,Gov,Open,Inner Regional,42739,50415,-35.4406,149.799,000001340
42949,Brewarrina Central School,Brewarrina,NSW,2839,Combined,Gov,Open,Very Remote,42949,46450,-29.9637,146.859,000001350
40746,Brewongle Environmental Education Centre,Sackville North,NSW,2756,Combined,Gov,Open,Inner Regional,40746,64078,-33.4817,150.892,000005694
42106,Brisbane Water Secondary College Umina Campus,Umina Beach,NSW,2257,Secondary,Gov,Open,Major Cities,42106,8704,-33.5074,151.308,000008513
40440,Brisbane Water Secondary College Woy Woy Campus,Woy Woy,NSW,2256,Secondary,Gov,Open,Major Cities,40440,46489,-33.4927,151.324,000008374
43098,Broken Hill High School,Broken Hill,NSW,2880,Secondary,Gov,Open,Outer Regional,43098,46480,-31.9601,141.457,000008105
42162,Bulahdelah Central School,Bulahdelah,NSW,2423,Combined,Gov,Open,Inner Regional,42162,46431,-32.4134,152.212,000001402
42938,Bulli High School,Bulli,NSW,2516,Secondary,Gov,Open,Major Cities,42938,49990,-34.3372,150.921,000008878
42427,Bundarra Central School,Bundarra,NSW,2359,Combined,Gov,Open,Outer Regional,42427,49397,-30.1684,151.078,000001415
53158,Bungendore High School,Bungendore,NSW,2621,Secondary,Gov,Open,Inner Regional,53158,88427,-35.25488009,149.4457907,000008919
41153,Burwood Girls High School,Croydon,NSW,2132,Secondary,Gov,Open,Major Cities,41153,47776,-33.8753,151.113,000008152
42404,Byron Bay High School,Byron Bay,NSW,2481,Secondary,Gov,Open,Inner Regional,42404,56182,-28.6676,153.616,000008577
41563,Cabramatta High School,Cabramatta,NSW,2166,Secondary,Gov,Open,Major Cities,41563,46383,-33.9014,150.929,000008209
40530,Callaghan College Jesmond Senior Campus,Jesmond,NSW,2299,Secondary,Gov,Open,Major Cities,40530,49115,-32.9015,151.696,000008880
42101,Callaghan College Wallsend Campus,Wallsend,NSW,2287,Secondary,Gov,Open,Major Cities,42101,9028,-32.893,151.669,000008259
42122,Callaghan College Waratah Campus,Waratah,NSW,2298,Secondary,Gov,Open,Major Cities,42122,6441,-32.905,151.729,000008508
41835,Cambridge Park High School,Cambridge Park,NSW,2747,Secondary,Gov,Open,Major Cities,41835,50685,-33.7522,150.733,000008516
42386,Camden Haven High School,Laurieton,NSW,2443,Secondary,Gov,Open,Inner Regional,42386,56625,-31.6394,152.736,000008280
41566,Camden High School,Camden,NSW,2570,Secondary,Gov,Open,Major Cities,41566,50219,-34.0793,150.676,000008217
40747,Camden Park Environmental Education Centre,Menangle,NSW,2568,Combined,Gov,Open,Major Cities,40747,64079,-34.12,150.71,000005429
51454,Cammeraygal High School,Crows Nest,NSW,2065,Secondary,Gov,Open,Major Cities,51454,70230,-33.8317,151.203,000008910
41558,Campbelltown Performing Arts High School,Campbelltown,NSW,2560,Secondary,Gov,Open,Major Cities,41558,50201,-34.0601,150.823,000008180
41583,Canley Vale High School,Canley Vale,NSW,2166,Secondary,Gov,Open,Major Cities,41583,46466,-33.8846,150.952,000008393
43116,Canobolas Rural Technology High School,Orange,NSW,2800,Secondary,Gov,Open,Inner Regional,43116,46343,-33.2908,149.122,000008444
43123,Canowindra High School,Canowindra,NSW,2804,Secondary,Gov,Open,Inner Regional,43123,51018,-33.5576,148.671,000008518
41147,Canterbury Boys High School,Canterbury,NSW,2193,Secondary,Gov,Open,Major Cities,41147,46392,-33.904178,151.123,000008107
41187,Canterbury Girls High School,Canterbury,NSW,2193,Secondary,Gov,Open,Major Cities,41187,46393,-33.9073,151.123,000008806
42136,Cardiff High School,Cardiff,NSW,2285,Secondary,Gov,Open,Major Cities,42136,48999,-32.9514,151.67,000008903
41159,Caringbah High School,Caringbah,NSW,2229,Secondary,Gov,Open,Major Cities,41159,48650,-34.0336,151.121,000008240
41341,Carlingford High School,Carlingford,NSW,2118,Secondary,Gov,Open,Major Cities,41341,47751,-33.7659,151.051,000008447
40748,Cascade Environmental Education Centre,Cascade,NSW,2453,Combined,Gov,Open,Outer Regional,40748,64080,-30.2335,152.79,000005731
42378,Casino High School,Casino,NSW,2470,Secondary,Gov,Open,Inner Regional,42378,49731,-28.8452,153.044,000008154
41334,Castle Hill High School,Castle Hill,NSW,2154,Secondary,Gov,Open,Major Cities,41334,47864,-33.7266,151,000008382
41592,Casula High School,Casula,NSW,2170,Secondary,Gov,Open,Major Cities,41592,46505,-33.9512,150.894,000008476
41578,Cecil Hills High School,Cecil Hills,NSW,2171,Secondary,Gov,Open,Major Cities,41578,54747,-33.8957,150.852,000008273
41167,Central Sydney Intensive English High School,Alexandria,NSW,2015,Secondary,Gov,Open,Major Cities,41167,88745,-33.9,151.194,000008288
52933,Centre of Excellence in Agricultural Education,Richmond,NSW,2753,Secondary,Gov,Open,Major Cities,52933,89126,-33.61539908,150.7473504,000008914
42089,Cessnock High School,Cessnock,NSW,2325,Secondary,Gov,Open,Major Cities,42089,46420,-32.843,151.369,000008108
42395,Chatham High School,Taree,NSW,2430,Secondary,Gov,Open,Inner Regional,42395,49545,-31.8958,152.481,000008414
41328,Chatswood High School,Chatswood,NSW,2067,Secondary,Gov,Open,Major Cities,41328,47619,-33.8,151.175,000008232
41324,Cheltenham Girls High School,Beecroft,NSW,2119,Secondary,Gov,Open,Major Cities,41324,47759,-33.7565,151.073,000008208
41350,Cherrybrook Technology High School,Cherrybrook,NSW,2126,Secondary,Gov,Open,Major Cities,41350,55111,-33.7199,151.038,000008592
41577,Chester Hill High School,Chester Hill,NSW,2162,Secondary,Gov,Open,Major Cities,41577,46469,-33.8748,150.997,000008269
41838,Chifley College Bidwill Campus,Bidwill,NSW,2770,Secondary,Gov,Open,Major Cities,41838,17407,-33.7339,150.827,000008528
41830,Chifley College Dunheved Campus,North St Marys,NSW,2760,Secondary,Gov,Open,Major Cities,41830,6354,-33.7496,150.783,000008488
41827,Chifley College Mount Druitt Campus,Mount Druitt,NSW,2770,Secondary,Gov,Open,Major Cities,41827,6356,-33.7451,150.814,000008459
40436,Chifley College Senior Campus,Mount Druitt,NSW,2770,Secondary,Gov,Open,Major Cities,40436,46360,-33.7693,150.83,000008473
41831,Chifley College Shalvey Campus,Shalvey,NSW,2770,Secondary,Gov,Open,Major Cities,41831,10820,-33.7308,150.806,000008496
43113,Cobar High School,Cobar,NSW,2835,Secondary,Gov,Open,Remote,43113,46481,-31.5016,145.828,000008356
42372,Coffs Harbour High School,Coffs Harbour,NSW,2450,Secondary,Gov,Open,Inner Regional,42372,86655,-30.3055,153.136,000008109
40624,Coffs Harbour Senior College,Coffs Harbour,NSW,2450,Secondary,Gov,Open,Inner Regional,40624,54742,-30.3302,153.103,000008272
42669,Coleambally Central School,Coleambally,NSW,2707,Combined,Gov,Open,Outer Regional,42669,50620,-34.8042,145.884,000004348
42431,Collarenebri Central School,Collarenebri,NSW,2833,Combined,Gov,Open,Remote,42431,46403,-29.5438,148.578,000001589
41837,Colo High School,North Richmond,NSW,2754,Secondary,Gov,Open,Major Cities,41837,50734,-33.5694,150.708,000008526
41824,Colyton High School,St Marys,NSW,2760,Secondary,Gov,Open,Major Cities,41824,46353,-33.7776,150.797,000008443
41600,Concord High School,Concord,NSW,2137,Secondary,Gov,Open,Major Cities,41600,47783,-33.8644,151.109,000008535
41586,Condell Park High School,Condell Park,NSW,2200,Secondary,Gov,Open,Major Cities,41586,48579,-33.9236,151.002,000008398
43108,Condobolin High School,Condobolin,NSW,2877,Secondary,Gov,Open,Outer Regional,43108,46482,-33.0918,147.143,000008346
41152,Conservatorium High School,Sydney,NSW,2000,Secondary,Gov,Open,Major Cities,41152,45319,-33.8634,151.214,000008147
42963,Coolah Central School,Coolah,NSW,2843,Combined,Gov,Open,Outer Regional,42963,51066,-31.821,149.724,000001621
42560,Coolamon Central School,Coolamon,NSW,2701,Combined,Gov,Open,Inner Regional,42560,50552,-34.8119,147.201,000001624
43121,Coomealla High School,Dareton,NSW,2717,Secondary,Gov,Open,Outer Regional,43121,46378,-34.096,142.06,000008494
43109,Coonabarabran High School,Coonabarabran,NSW,2357,Secondary,Gov,Open,Outer Regional,43109,46404,-31.282773,149.28376,000008347
43117,Coonamble High School,Coonamble,NSW,2829,Secondary,Gov,Open,Remote,43117,46458,-30.9553,148.391,000008451
42699,Cootamundra High School,Cootamundra,NSW,2590,Secondary,Gov,Open,Inner Regional,42699,46416,-34.6354,148.017,000008190
42702,Corowa High School,Corowa,NSW,2646,Secondary,Gov,Open,Inner Regional,42702,50464,-35.9937,146.381,000008308
42909,Corrimal High School,Corrimal,NSW,2518,Secondary,Gov,Open,Major Cities,42909,46434,-34.3754,150.91,000008191
43103,Cowra High School,Cowra,NSW,2794,Secondary,Gov,Open,Inner Regional,43103,50970,-33.8159,148.69,000008148
41844,Cranebrook High School,Cranebrook,NSW,2749,Secondary,Gov,Open,Major Cities,41844,55109,-33.7217,150.71,000008580
41839,Crestwood High School,Baulkham Hills,NSW,2153,Secondary,Gov,Open,Major Cities,41839,47855,-33.7436,150.976,000008552
41164,Cronulla High School,Cronulla,NSW,2230,Secondary,Gov,Open,Major Cities,41164,48657,-34.0396,151.157,000008261
42922,Crookwell High School,Crookwell,NSW,2583,Secondary,Gov,Open,Inner Regional,42922,46388,-34.4528,149.467,000008452
41849,Cumberland High School,Carlingford,NSW,2118,Secondary,Gov,Open,Major Cities,41849,47754,-33.7852,151.037,000008905
42912,Dapto High School,Dapto,NSW,2530,Secondary,Gov,Open,Major Cities,42912,50035,-34.4991,150.786,000008204
41344,Davidson High School,Frenchs Forest,NSW,2086,Secondary,Gov,Open,Major Cities,41344,47681,-33.7447,151.205,000008479
42700,Deniliquin High School,Deniliquin,NSW,2710,Secondary,Gov,Open,Inner Regional,42700,50623,-35.53565973,144.960671,000008218
43097,"Denison College of Secondary Education, Bathurst High Campus",Bathurst,NSW,2795,Secondary,Gov,Open,Inner Regional,43097,50974,-33.4134,149.57,000008103
43122,"Denison College of Secondary Education, Kelso High Campus",Kelso,NSW,2795,Secondary,Gov,Open,Inner Regional,43122,16223,-33.4105,149.614,000008517
41820,Doonside High School,Doonside,NSW,2767,Secondary,Gov,Open,Major Cities,41820,46397,-33.7547,150.874,000008399
42396,Dorrigo High School,Dorrigo,NSW,2453,Secondary,Gov,Open,Inner Regional,42396,49671,-30.3386,152.707,000008453
40749,Dorroughby Environmental Education Centre,Dorroughby,NSW,2480,Combined,Gov,Open,Inner Regional,40749,64081,-28.6566,153.352,000005683
43124,Dubbo College Delroy Campus,Dubbo West,NSW,2830,Secondary,Gov,Open,Inner Regional,43124,6451,-32.2516,148.583,000008543
40707,Dubbo College Senior Campus,Dubbo,NSW,2830,Secondary,Gov,Open,Inner Regional,40707,57696,-32.233,148.626,000008110
43115,Dubbo College South Campus,Dubbo,NSW,2830,Secondary,Gov,Open,Inner Regional,43115,11042,-32.2708,148.611,000008417
43085,Dubbo School of Distance Education,Dubbo,NSW,2830,Combined,Gov,Open,Inner Regional,43085,55676,-32.2432,148.639,000004587
41190,Dulwich High School of Visual Arts and Design,Dulwich Hill,NSW,2203,Secondary,Gov,Open,Major Cities,41190,56198,-33.904,151.145,000008833
42974,Dunedoo Central School,Dunedoo,NSW,2844,Combined,Gov,Open,Outer Regional,42974,51067,-32.0183,149.392,000001789
42119,Dungog High School,Dungog,NSW,2420,Secondary,Gov,Open,Inner Regional,42119,49518,-32.3968,151.75,000008472
41606,Eagle Vale High School,Eagle Vale,NSW,2558,Secondary,Gov,Open,Major Cities,41606,46506,-34.0399,150.804,000008569
41562,East Hills Boys High School,Panania,NSW,2213,Secondary,Gov,Open,Major Cities,41562,48615,-33.9572,150.994,000008206
41561,East Hills Girls Technology High School,Panania,NSW,2213,Secondary,Gov,Open,Major Cities,41561,48616,-33.9569,150.992,000008187
42927,Eden Marine High School,Eden,NSW,2551,Secondary,Gov,Open,Outer Regional,42927,50193,-37.0553,149.907,000008487
41597,Elderslie High School,Elderslie,NSW,2570,Secondary,Gov,Open,Major Cities,41597,50224,-34.0526,150.715,000008521
41610,Elizabeth Macarthur High School,Narellan,NSW,2567,Secondary,Gov,Open,Major Cities,41610,55114,-34.0571,150.74,000008584
42439,Emmaville Central School,Emmaville,NSW,2371,Combined,Gov,Open,Outer Regional,42439,49424,-29.4462,151.602,000001838
41170,Endeavour Sports High School,Caringbah,NSW,2229,Secondary,Gov,Open,Major Cities,41170,48652,-34.0318,151.119,000008404
41172,Engadine High School,Engadine,NSW,2233,Secondary,Gov,Open,Major Cities,41172,48666,-34.0621,151.019,000008432
41353,Epping Boys High School,Eastwood,NSW,2122,Secondary,Gov,Open,Major Cities,41353,54237,-33.7695,151.1,000008884
42109,Erina High School,Erina,NSW,2250,Secondary,Gov,Open,Major Cities,42109,48675,-33.4403,151.382,000008405
41845,Erskine Park High School,Erskine Park,NSW,2759,Secondary,Gov,Open,Major Cities,41845,54957,-33.808,150.803,000008590
41823,Evans High School,Blacktown,NSW,2148,Secondary,Gov,Open,Major Cities,41823,46355,-33.7865,150.89,000008420
42212,Evans River Community School,Evans Head,NSW,2473,Combined,Gov,Open,Inner Regional,42212,55987,-29.1135,153.425,000001886
41601,Fairfield High School,Fairfield,NSW,2165,Secondary,Gov,Open,Major Cities,41601,46467,-33.8652,150.959,000008550
41590,Fairvale High School,Fairfield West,NSW,2165,Secondary,Gov,Open,Major Cities,41590,46468,-33.8736,150.929,000008456
42515,Farrer Memorial Agricultural High School,Calala,NSW,2340,Secondary,Gov,Open,Inner Regional,42515,49346,-31.1385,150.98,000008111
40633,Field of Mars Environmental Education Centre,East Ryde,NSW,2113,Combined,Gov,Open,Major Cities,40633,55118,-33.8161,151.133,000005428
42921,Figtree High School,Figtree,NSW,2525,Secondary,Gov,Open,Major Cities,42921,50012,-34.4384,150.855,000008449
52672,Finigan School of Distance Education,Queanbeyan,NSW,2620,Combined,Gov,Open,Major Cities,52672,85775,-35.35410305,149.22263,000004661
42705,Finley High School,Finley,NSW,2713,Secondary,Gov,Open,Inner Regional,42705,50638,-35.6404,145.573,000008360
40622,Five Islands Secondary College,Port Kembla,NSW,2505,Secondary,Gov,Open,Major Cities,40622,54678,-34.4895,150.912,000008373
43104,Forbes High School,Forbes,NSW,2871,Secondary,Gov,Open,Outer Regional,43104,51100,-33.3646,148.011,000008194
41177,Fort Street High School,Petersham,NSW,2049,Secondary,Gov,Open,Major Cities,41177,47605,-33.8902,151.153,000008504
42114,Francis Greenway High School,Beresfield,NSW,2322,Secondary,Gov,Open,Major Cities,42114,46421,-32.797,151.661,000008439
41345,Galston High School,Galston,NSW,2159,Secondary,Gov,Open,Major Cities,41345,48138,-33.6609,151.042,000008481
41188,Georges River College Hurstville Campus,Hurstville,NSW,2220,Secondary,Gov,Open,Major Cities,41188,8631,-33.9628,151.11,000008813
40681,Georges River College Oatley Senior Campus,Oatley,NSW,2223,Secondary,Gov,Open,Major Cities,40681,57056,-33.977,151.081,000008284
41171,Georges River College Peakhurst Campus,Peakhurst,NSW,2210,Secondary,Gov,Open,Major Cities,41171,8606,-33.9671,151.056,000008408
41192,Georges River College Penshurst Campus,Penshurst,NSW,2222,Secondary,Gov,Open,Major Cities,41192,8634,-33.9641,151.086,000008857
40750,Georges River Environmental Education Centre,Chipping Norton,NSW,2170,Combined,Gov,Open,Major Cities,40750,64082,-33.9085,150.961,000005430
40751,Gibberagong Environmental Education Centre,North Turramurra,NSW,2074,Combined,Gov,Open,Major Cities,40751,64083,-33.6605,151.159,000005714
43110,Gilgandra High School,Gilgandra,NSW,2827,Secondary,Gov,Open,Outer Regional,43110,46453,-31.7051,148.666,000008349
41833,Girraween High School,Girraween,NSW,2145,Secondary,Gov,Open,Major Cities,41833,47804,-33.7989,150.944,000008500
53399,Gledswood Hills High School,Gledswood Hills,NSW,2557,Secondary,Gov,Open,Major Cities,53399,89458,-34.02252057,150.7696296,000008927
42516,Glen Innes High School,Glen Innes,NSW,2370,Secondary,Gov,Open,Inner Regional,42516,49419,-29.7443,151.742,000008114
42117,Glendale Technology High School,Glendale,NSW,2285,Secondary,Gov,Open,Major Cities,42117,46344,-32.9259,151.643,000008466
41814,Glenmore Park High School,Glenmore Park,NSW,2745,Secondary,Gov,Open,Major Cities,41814,55821,-33.791,150.673,000008276
41813,Glenwood High School,Glenwood,NSW,2768,Secondary,Gov,Open,Major Cities,41813,63673,-33.733,150.937,000008268
42392,Gloucester High School,Gloucester,NSW,2422,Secondary,Gov,Open,Inner Regional,42392,49524,-32.0167,151.96,000008371
42986,Goodooga Central School,Goodooga,NSW,2838,Combined,Gov,Open,Very Remote,42986,46406,-29.1159,147.456,000002033
42125,Gorokan High School,Lake Haven,NSW,2263,Secondary,Gov,Open,Major Cities,42125,46371,-33.2422,151.508,000008515
42090,Gosford High School,Gosford,NSW,2250,Secondary,Gov,Open,Major Cities,42090,48678,-33.4172,151.341,000008115
42905,Goulburn High School,Goulburn,NSW,2580,Secondary,Gov,Open,Inner Regional,42905,50255,-34.7472,149.711,000008116
42373,Grafton High School,Grafton,NSW,2460,Secondary,Gov,Open,Inner Regional,42373,49711,-29.6821,152.933,000008117
41613,Granville Boys High School,Granville,NSW,2142,Secondary,Gov,Open,Major Cities,41613,46472,-33.8346,151.009,000008811
41589,Granville South Creative and Performing Arts High School,Guildford,NSW,2161,Secondary,Gov,Open,Major Cities,41589,48144,-33.8606,150.998,000008436
42400,Great Lakes College Forster Campus,Forster,NSW,2428,Secondary,Gov,Open,Inner Regional,42400,6432,-32.2157,152.528,000008534
40676,Great Lakes College Senior Campus,Tuncurry,NSW,2428,Secondary,Gov,Open,Inner Regional,40676,56647,-32.16141619,152.4953369,000008281
42388,Great Lakes College Tuncurry Campus,Tuncurry,NSW,2428,Secondary,Gov,Open,Inner Regional,42388,18072,-32.16210095,152.4957471,000008289
41817,Greystanes High School,Greystanes,NSW,2145,Secondary,Gov,Open,Major Cities,41817,47806,-33.8125,150.94,000008385
42989,Gulargambone Central School,Gulargambone,NSW,2828,Combined,Gov,Open,Outer Regional,42989,46459,-31.33304,148.47486,000002094
43125,Gulgong High School,Gulgong,NSW,2852,Secondary,Gov,Open,Outer Regional,43125,51086,-32.3602,149.54,000008546
42708,Gundagai High School,Gundagai,NSW,2722,Secondary,Gov,Open,Inner Regional,42708,50655,-35.0571,148.099,000008442
42521,Gunnedah High School,Gunnedah,NSW,2380,Secondary,Gov,Open,Outer Regional,42521,49480,-30.9826,150.249,000008188
42447,Guyra Central School,Guyra,NSW,2365,Combined,Gov,Open,Inner Regional,42447,49416,-30.2226,151.677,000002114
41169,Gymea Technology High School,Gymea,NSW,2227,Secondary,Gov,Open,Major Cities,41169,46414,-34.03,151.083,000008386
42390,"Hastings Secondary College, Port Macquarie Campus",Port Macquarie,NSW,2444,Secondary,Gov,Open,Inner Regional,42390,49640,-31.43353738,152.92,000008364
42402,"Hastings Secondary College, Westport Campus",Port Macquarie,NSW,2444,Secondary,Gov,Open,Inner Regional,42402,15117,-31.4353,152.895,000008554
41841,Hawkesbury High School,Freemans Reach,NSW,2756,Secondary,Gov,Open,Major Cities,41841,54984,-33.5595,150.798,000008565
42691,Hay War Memorial High School,Hay,NSW,2711,Secondary,Gov,Open,Outer Regional,42691,50634,-34.5052,144.841,000008119
41161,Heathcote High School,Heathcote,NSW,2233,Secondary,Gov,Open,Major Cities,41161,48667,-34.0823,151.014,000008246
42118,Henry Kendall High School,Gosford,NSW,2250,Secondary,Gov,Open,Major Cities,42118,48680,-33.4217,151.335,000008467
42580,Hillston Central School,Hillston,NSW,2675,Combined,Gov,Open,Remote,42580,46478,-33.4799,145.54,000002165
41588,Holroyd High School,Greystanes,NSW,2145,Secondary,Gov,Open,Major Cities,41588,47808,-33.8331,150.951,000008424
41605,Holsworthy High School,Holsworthy,NSW,2173,Secondary,Gov,Open,Major Cities,41605,56185,-33.9555,150.952,000008564
41555,Homebush Boys High School,Homebush,NSW,2140,Secondary,Gov,Open,Major Cities,41555,46427,-33.8657,151.078,000008151
41319,Hornsby Girls High School,Hornsby,NSW,2077,Secondary,Gov,Open,Major Cities,41319,47669,-33.7066,151.101,000008120
41593,Hoxton Park High School,Hinchinbrook,NSW,2168,Secondary,Gov,Open,Major Cities,41593,46384,-33.92,150.862,000008485
42099,Hunter River High School,Heatherbrae,NSW,2324,Secondary,Gov,Open,Major Cities,42099,46433,-32.7823,151.733,000008219
42135,Hunter School of Performing Arts,Broadmeadow,NSW,2292,Combined,Gov,Open,Major Cities,42135,57545,-32.9248,151.728,000008819
42100,Hunter Sports High School,Gateshead,NSW,2290,Secondary,Gov,Open,Major Cities,42100,49056,-32.9864,151.69,000008233
41323,Hunters Hill High School,Hunters Hill,NSW,2110,Secondary,Gov,Open,Major Cities,41323,47727,-33.8327,151.149,000008207
41554,Hurlstone Agricultural High School,Glenfield,NSW,2167,Secondary,Gov,Open,Major Cities,41554,48523,-33.9704,150.894,000008121
40752,Illawarra Environmental Education Centre,Dunmore,NSW,2529,Combined,Gov,Open,Major Cities,40752,64084,-34.6023,150.86083,000005743
42913,Illawarra Sports High School,Berkeley,NSW,2506,Secondary,Gov,Open,Major Cities,42913,58289,-34.4808,150.853,000008205
41575,Ingleburn High School,Ingleburn,NSW,2565,Secondary,Gov,Open,Major Cities,41575,50214,-34.0051,150.872,000008262
52827,Inner Sydney High School,Surry Hills,NSW,2010,Secondary,Gov,Open,Major Cities,52827,86429,-33.88928,151.20587,000008913
42517,Inverell High School,Inverell,NSW,2360,Secondary,Gov,Open,Outer Regional,42517,56224,-29.7657,151.111,000008122
42129,Irrawang High School,Raymond Terrace,NSW,2324,Secondary,Gov,Open,Major Cities,42129,54964,-32.7615,151.767,000008562
42998,Ivanhoe Central School,Ivanhoe,NSW,2878,Combined,Gov,Open,Very Remote,42998,46476,-32.8985,144.301,000002213
41165,J J Cahill Memorial High School,Mascot,NSW,2020,Secondary,Gov,Open,Major Cities,41165,46422,-33.9278,151.201,000008263
41591,James Busby High School,Green Valley,NSW,2168,Secondary,Gov,Open,Major Cities,41591,46382,-33.9101,150.873,000008460
41193,James Cook Boys High School,Kogarah,NSW,2217,Secondary,Gov,Open,Major Cities,41193,48626,-33.9665,151.137,000008882
42701,James Fallon High School,North Albury,NSW,2640,Secondary,Gov,Open,Inner Regional,42701,50439,-36.0602,146.929,000008266
41595,James Meehan High School,Macquarie Fields,NSW,2564,Secondary,Gov,Open,Major Cities,41595,46507,-33.9884,150.892,000008497
41811,James Ruse Agricultural High School,Carlingford,NSW,2118,Secondary,Gov,Open,Major Cities,41811,47755,-33.7806,151.043,000008235
41840,Jamison High School,South Penrith,NSW,2750,Secondary,Gov,Open,Major Cities,41840,56211,-33.7753,150.698,000008559
53159,Jerrabomberra High School,Jerrabomberra,NSW,2619,Secondary,Gov,Open,Major Cities,53159,88435,-35.38243149,149.1888532,000008922
53268,Jindabyne High School,Jindabyne,NSW,2627,Secondary,Gov,Open,Outer Regional,53268,88561,-36.43050787,148.6108678,000008924
41580,John Edmondson High School,Horningsea Park,NSW,2171,Secondary,Gov,Open,Major Cities,41580,63659,-33.9459,150.843,000008290
42698,Junee High School,Junee,NSW,2663,Secondary,Gov,Open,Inner Regional,42698,46448,-34.8692,147.591,000008179
40744,Kamay Botany Bay Environmental Education Centre,Kurnell,NSW,2231,Combined,Gov,Open,Major Cities,40744,64076,-34.0037,151.221,000005741
42928,Kanahooka High School,Kanahooka,NSW,2530,Secondary,Gov,Open,Major Cities,42928,46367,-34.4947,150.805,000008489
43107,Kandos High School,Kandos,NSW,2848,Secondary,Gov,Open,Inner Regional,43107,46342,-32.8557,149.975,000008318
42930,Karabar High School,Queanbeyan,NSW,2620,Secondary,Gov,Open,Major Cities,42930,46375,-35.3653,149.225,000008524
42105,Kariong Mountains High School,Kariong,NSW,2250,Secondary,Gov,Open,Major Cities,42105,68626,-33.4304,151.296,000008292
41805,Katoomba High School,Katoomba,NSW,2780,Secondary,Gov,Open,Major Cities,41805,50862,-33.7274,150.314,000008150
42932,Keira High School,Fairy Meadow,NSW,2519,Secondary,Gov,Open,Major Cities,42932,50008,-34.4067,150.889,000008541
41829,Kellyville High School,Kellyville,NSW,2155,Secondary,Gov,Open,Major Cities,41829,57208,-33.7078,150.97,000008477
42374,Kempsey High School,Kempsey,NSW,2440,Secondary,Gov,Open,Inner Regional,42374,46364,-31.0694,152.826,000008123
42908,Kiama High School,Kiama,NSW,2533,Secondary,Gov,Open,Major Cities,42908,50047,-34.6807,150.847,000008171
41343,Killara High School,Killara,NSW,2071,Secondary,Gov,Open,Major Cities,41343,47629,-33.7566,151.174,000008457
41338,Killarney Heights High School,Killarney Heights,NSW,2087,Secondary,Gov,Open,Major Cities,41338,47686,-33.7719,151.215,000008422
42133,Kincumber High School,Kincumber,NSW,2251,Secondary,Gov,Open,Major Cities,42133,54954,-33.4649,151.383,000008585
42406,Kingscliff High School,Kingscliff,NSW,2487,Secondary,Gov,Open,Major Cities,42406,55392,-28.2666,153.57,000008579
41162,Kingsgrove High School,Kingsgrove,NSW,2208,Secondary,Gov,Open,Major Cities,41162,48596,-33.9485,151.102,000008247
41156,Kingsgrove North High School,Kingsgrove,NSW,2208,Secondary,Gov,Open,Major Cities,41156,48597,-33.934,151.098,000008221
41826,Kingswood High School,Kingswood,NSW,2747,Secondary,Gov,Open,Major Cities,41826,50698,-33.7714,150.716,000008458
41174,Kirrawee High School,Kirrawee,NSW,2232,Secondary,Gov,Open,Major Cities,41174,48663,-34.0435,151.073,000008437
41168,Kogarah High School,Kogarah,NSW,2217,Secondary,Gov,Open,Major Cities,41168,46337,-33.9612,151.134,000008320
42712,Kooringal High School,Kooringal,NSW,2650,Secondary,Gov,Open,Inner Regional,42712,50482,-35.1429,147.382,000008483
42113,Kotara High School,Adamstown,NSW,2289,Secondary,Gov,Open,Major Cities,42113,49046,-32.9471,151.707,000008423
41337,Ku-ring-gai High School,North Turramurra,NSW,2074,Secondary,Gov,Open,Major Cities,41337,47633,-33.691,151.154,000008416
42095,Kurri Kurri High School,Kurri Kurri,NSW,2327,Secondary,Gov,Open,Major Cities,42095,46345,-32.8101,151.486,000008177
42381,Kyogle High School,Kyogle,NSW,2474,Secondary,Gov,Open,Inner Regional,42381,49754,-28.6258,153.002,000008189
42591,Lake Cargelligo Central School,Lake Cargelligo,NSW,2672,Combined,Gov,Open,Remote,42591,46483,-33.2948,146.374,000002359
42924,Lake Illawarra High School,Lake Illawarra,NSW,2528,Secondary,Gov,Open,Major Cities,42924,46501,-34.5418,150.85,000008474
